triple_id,paper,extractor,model,subject,predicate,object,object_type,predicate_definition,section,source_sentence,verdict,note
7e26dd91bc02,csysguard2024,relation_scinex,qwen3-235b,cSysGuard,designedfor,enhance monitoring capabilities within cloud environments,Task,"Model → ResearchTask  |  Associates a model with the research task it was specifically designed or optimised to solve, such as a transformer model designed for machine translation or a CNN designed for image classification",Abstract,"Our study introduces cSysGuard, a novel framework designed to enhance monitoring capabilities within cloud environments.",PARTIAL,"Sentence indicates purpose, but the object is a descriptive phrase rather than a defined ResearchTask entity, causing a loose domain/range fit."
7a04689b1fc2,csysguard2024,relation_scinex,qwen3-235b,classification model,designedfor,determine the system's health,Task,"Model → ResearchTask  |  Associates a model with the research task it was specifically designed or optimised to solve, such as a transformer model designed for machine translation or a CNN designed for image classification",A. HEALTH PREDICTION LAYER,It has a classification model designed to determine the system 's health .,CORRECT,"Sentence explicitly says the classification model is designed to determine the system's health, matching model→research task."
e563170ba148,csysguard2024,relation_scinex,qwen3-235b,cSysGuard,evaluatedon,our dataset,Dataset,Experiment → Dataset  |  Directly links an experiment to the dataset used to assess the final performance of its model(s),C. COMPARATIVE ANALYSIS OF DIFFERENT ENSEMBLE,"Therefore, we constructed these frameworks and applied them to our dataset to determine their effectiveness and compare them to the cSysGuard architecture .",INCORRECT,"Subject is a model, not an experiment, and the sentence does not state cSysGuard was evaluated on the dataset."
dfc491e6246b,csysguard2024,relation_scinex,qwen3-235b,Performance Vector,extractedfrom,weighted aggregation layer,Model,? → AcademicPaper  |  Links an extracted entity to the academic paper it was extracted from.,C. WEIGHTED AGGREGATION LAYER,"In addition to the weight calculation, the layer computes the Performance Vector (PV) of Level-1 learners based on past t refinement iterations.",INCORRECT,"Predicate expects an AcademicPaper as object, but the object is a layer; sentence does not claim extraction from the layer."
c1a914fced57,csysguard2024,relation_scinex,qwen3-235b,normalized weighting system,producedby,weighted aggregation layer,Model,ResearchArtifact → ResearchProcess  |  Links a research artifact back to the research process that generated it,C. WEIGHTED AGGREGATION LAYER,"To mitigate this issue, we developed a normalized weighting system derived from the PV.",INCORRECT,No evidence linking the normalized weighting system to the weighted aggregation layer; also layer is not a research process.
1ab2c06b5dc3,csysguard2024,relation_scinex,qwen3-235b,refinement process,supports,sustained accuracy in a rapidly changing cloud environment,ResearchOutcome,ExperimentalMeasurement → ExperimentalOutcome  |  Links a quantitative experimental measurement to the qualitative conclusion it provides evidence for,C. WEIGHTED AGGREGATION LAYER,"The refinement process enables ongoing updates to the model performance, ensuring sustained accuracy in a rapidly changing cloud environment.",INCORRECT,"Subject is a process, not a quantitative measurement, violating the predicate's domain."
02ee72a53375,eyelandmark2024,relation_scinex,qwen3-235b,detecting nine points of eye landmarks,comprises,one point of the reflection,Concept,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,IV RESULT AND DISCUSSION,"Our work's scope involves detecting nine points of eye landmarks, comprising four points of the eye, four points of the pupil, and one point of the reflection.",INCORRECT,"Object is a point, not a research process; predicate requires a sub‑process."
ac840d892946,eyelandmark2024,relation_scinex,qwen3-235b,Realtime Identification Transformer (RT- DETR),produces,deep learning model,Model,ResearchProcess → ResearchArtifact  |  Relates a research process to the research artifact it generates as output,IV RESULT AND DISCUSSION,"Secondly, we employed the Realtime Identification Transformer (RT- DETR) approach to train our labeled data and create a deep learning model.",CORRECT,"Sentence explicitly states RT‑DETR approach was used to create a deep learning model, fitting process→artifact."
103473bb5f90,gamlprop2025,relation_scinex,qwen3-235b,Genetic algorithm,comprises,Crossover,ResearchProcess,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,2.2 Genetic Algorithm,"The application of the Genetic Algorithm to generate chemicals with desirable properties, as illustrated in Figure 3, comprises five steps: Initialization, Population, Selection, Crossover, and Mutation.",CORRECT,Sentence explicitly says Genetic Algorithm comprises Crossover; both are research processes.
912be6623de2,gamlprop2025,relation_scinex,qwen3-235b,dataset,splitfrom,work of Chorbngam et al. (2021),Dataset,Dataset → Dataset  |  Records that a dataset partition was derived from a larger source dataset,2. Methodology,"In this study, the dataset from the work of Chorbngam et al. (2021) was utilised, comprising boiling point data for 560 hydrocarbons containing 1-12 carbon atoms.",INCORRECT,"Object is a work, not a dataset, and sentence does not state a split relationship."
9edf8b706e84,llamacorrupt2025,relation_scinex,qwen3-235b,self-attention,comprises,Query (Q or Attn-Q),Method,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,2.1 A Selected LLM Model: Llama-3.2-1B-Instruct,"The self-attention (Attn) mechanism involves three key matrices: Query (Q or Attn-Q), Key (K or Attn-K), and Value (V or Attn-V), while the feed-forward network (FF) consists of three matrices: Gate (or FF-Gate), Up (or FF-Up), and Down (or FF-Down) [1] [5] as illustrated in Fig. 1",INCORRECT,Query is not a research process and sentence uses 'involves' not 'comprises'.
e6096cff550b,llamacorrupt2025,relation_scinex,qwen3-235b,BERT,evaluates,decline in model performance,ExperimentalResult,EvaluationMetric → ExperimentalResult  |  Links an evaluation metric to the experimental result it quantitatively assesses,4 Summary,"The trials demonstrate that heightened corruption results in a more significant decline in model performance, as assessed by BERT and ROUGE scores.",INCORRECT,"BERT is a model, not an evaluation metric; predicate mismatch."
5f93fb4941bb,microwave2018,relation_scinex,qwen3-235b,PIR,addresses,change in light radiating from the spotting area,Concept,Publication/ResearchProcess → ResearchContext  |  Links a publication or a research process to the research context element it targets,II LITERATURE REVIEW,"First, the PIR detects the change in light radiating from the spotting area [5].",PARTIAL,Sentence links PIR to the context element but does not explicitly state 'addresses' and PIR’s type is unclear.
3674f17c9667,microwave2018,relation_scinex,qwen3-235b,KICK,uses,mobile phone's camera,Method,ResearchProcess → ResearchArtifact  |  Relates a research process to a research artifact it consumes as input,II LITERATURE REVIEW,KICK [2] analyzed the kick gesture from a mobile phone's camera monitoring a user's foot for accessing some menu items.,CORRECT,Sentence explicitly states KICK uses the mobile phone's camera as input.
c32908a22514,microwave2018,relation_scinex,qwen3-235b,GekiPe,uses,Microsoft Kinect,Method,ResearchProcess → ResearchArtifact  |  Relates a research process to a research artifact it consumes as input,II LITERATURE REVIEW,GekiPe [1] detected the kick action by analyzing the body structure using Microsoft Kinect.,CORRECT,Sentence explicitly states GekiPe uses Microsoft Kinect as input.
70609ec4b699,osmotic2026,relation_scinex,qwen3-235b,Gaussian Process algorithm,achieves,optimal for osmotic coefficient prediction,Other,ResearchProcess → ResearchObjective  |  Links a research process to the research objective it fulfils,Results and discussion,"Considering both performance and behavioral aspects, it can be concluded that the Gaussian Process algorithm is optimal for osmotic coefficient prediction.",PARTIAL,"Sentence claims optimality for prediction, implying fulfillment of objective but does not use explicit 'achieves' language."
e140c1986f3f,osmotic2026,relation_scinex,qwen3-235b,DT,achievesresult,lowest %MAPE,ExperimentalResult,Model → ExperimentalResult  |  Links a model to an experimental result (metric outcome) it achieves.,Results and discussion,"Finally, when evaluating the combined data, GP again achieves the highest R2 value, while DT exhibits the lowest %MAPE.",CORRECT,"Sentence explicitly states DT exhibits the lowest %MAPE, a concrete experimental result."
2bfbcea07ea3,osmotic2026,relation_scinex,qwen3-235b,future work,motivates,implementing advanced molecular representations,ResearchProcess,ResearchObjective → ResearchProcess  |  Links a research objective to the research process it drives,Conclusions,"While the current work establishes a baseline for count -based descriptors , future work will focus on implementing these advanced representations.",INCORRECT,Subject 'future work' is not a research objective; predicate domain mismatch and wording does not match 'motivates'.
28194e5bd7f8,oxidecrack2025,relation_scinex,qwen3-235b,Random Forest,comparesagainst,K-Nearest Neighbor,Model,Model → Model  |  Associates a model with another model to which it is directly compared in an experiment,Methodology,"Third, the experiments were conducted using several classification techniques: Logistic Regression (LR), Decision Tree (DT), Random Forest (RF), K-Nearest Neighbor (KNN), and Artificial Neural Network (ANN).",PARTIAL,Sentence only lists models; does not explicitly state Random Forest is compared against K-Nearest Neighbor.
76a989045009,oxidecrack2025,relation_scinex,qwen3-235b,Artificial Neural Network,comparesagainst,Random Forest,Model,Model → Model  |  Associates a model with another model to which it is directly compared in an experiment,Methodology,"Third, the experiments were conducted using several classification techniques: Logistic Regression (LR), Decision Tree (DT), Random Forest (RF), K-Nearest Neighbor (KNN), and Artificial Neural Network (ANN).",PARTIAL,Sentence lists models but does not explicitly state ANN is compared against Random Forest.
a1595f35a3e3,oxidecrack2025,relation_scinex,qwen3-235b,K-Fold Cross-Validation,configures,each experiment,Other,"ExperimentalSpecification → Experiment  |  Associates an experimental specification with the experiment it governs, establishing the conditions under which the experiment runs or the criteria by which its results are assessed",Data analytics,"Each experiment underwent testing through K-Fold Cross-Validation, where K is set to be 3, as depicted in Fig.",PARTIAL,"K-Fold Cross-Validation is described as a testing method, not explicitly as a configuration of each experiment."
65d2ba4a1637,oxidecrack2025,relation_scinex,qwen3-235b,Synthetic Minority Over-sampling Technique (SMOTE),employs,spallation,Concept,Organisation → Person  |  Associates an organisation with the persons who work for or are institutionally employed by it at the time of a research publication,Data pre-processing,"Therefore, the Synthetic Minority Over-sampling Technique (SMOTE) technique31, an oversampling method, was employed to generate additional samples for spallation.",INCORRECT,Predicate expects Organisation→Person; SMOTE is a technique and 'spallation' is not a person.
bee6ef6e7627,oxidecrack2025,relation_scinex,qwen3-235b,Pilling-Bedworth ratio (PBR),employs,predict crack and spallation of the oxide,Task,Organisation → Person  |  Associates an organisation with the persons who work for or are institutionally employed by it at the time of a research publication,Abstract,"Typically, the Pilling-Bedworth ratio (PBR) is employed to predict crack and spallation of the oxide by determining the volume changes of oxide and alloy because of its simplicity.",INCORRECT,"Predicate expects Organisation→Person; PBR is a ratio, not an organisation, and object is not a person."
9be35a3d337e,parkingyolo2023,relation_scinex,qwen3-235b,OC-SORT,achievesresult,MOTA score of 0.90,ExperimentalResult,Model → ExperimentalResult  |  Links a model to an experimental result (metric outcome) it achieves.,Abstract,"The performance of both tracking algorithms was well depicted in the results, obtaining MOTA scores of (1.0, 1.0, 0.96, 0.90) and (1, 0.76, 0.90, 0.83) in four different surveillance data for DeepSORT and OC-SORT, respectively.",CORRECT,Sentence explicitly states OC‑SORT achieved a MOTA score of 0.90; domain and range match.
e08aa774620f,parkingyolo2023,relation_scinex,qwen3-235b,You Only Look Once (YOLO),addresses,parking violations,Task,Publication/ResearchProcess → ResearchContext  |  Links a publication or a research process to the research context element it targets,1. Introduction,"For instance, networks such as the Single Shot MultiBox Detector (SSD) and You Only Look Once (YOLO) have been implemented to identify parking violations [6–8].",PARTIAL,"YOLO is a model, not a publication/research process as required by the predicate, though it is explicitly used for parking violations."
6157ceac4b6e,parkingyolo2023,relation_scinex,qwen3-235b,Joseph Redmon,affiliatedwith,University of Washington,Organisation,Agent → Organisation  |  Associates an agent with an organisation to which they are professionally attached during a research activity,3.2. Vehicle Detection,"In 2015, Joseph Redmon and Ali Farhadi from the University of Washington created the cutting-edge object recognition algorithm called YOLO (You Only Look Once) [17].",CORRECT,Sentence explicitly says Joseph Redmon is from the University of Washington; domain and range fit.
54f31c29bdfe,parkingyolo2023,relation_scinex,qwen3-235b,Ali Farhadi,affiliatedwith,University of Washington,Organisation,Agent → Organisation  |  Associates an agent with an organisation to which they are professionally attached during a research activity,3.2. Vehicle Detection,"In 2015, Joseph Redmon and Ali Farhadi from the University of Washington created the cutting-edge object recognition algorithm called YOLO (You Only Look Once) [17].",CORRECT,Sentence explicitly says Ali Farhadi is from the University of Washington; domain and range fit.
00418f461225,parkingyolo2023,relation_scinex,qwen3-235b,DeepSORT,configures,Max Age set to 10,Other,"ExperimentalSpecification → Experiment  |  Associates an experimental specification with the experiment it governs, establishing the conditions under which the experiment runs or the criteria by which its results are assessed",3.5. Experimental Setup,"The max- age parameter was set to 10. For DeepSORT algorithm, Max Age preserves the ID of a vehicle for a threshold number of frames before deleting the ID.",INCORRECT,"Subject DeepSORT is a model, not an experimental specification, and the relation is reversed (Max Age configures DeepSORT)."
e0ebd5390e88,parkingyolo2023,relation_scinex,qwen3-235b,YOLOv8,configures,image-size parameter set to 640,Other,"ExperimentalSpecification → Experiment  |  Associates an experimental specification with the experiment it governs, establishing the conditions under which the experiment runs or the criteria by which its results are assessed",3.5. Experimental Setup,"For YOLOv8, the image-size parameter was set to 640.",PARTIAL,"Fact true but predicate expects ExperimentalSpecification→Experiment, subject is an algorithm and object a parameter setting"
536b2e9e70ab,parkingyolo2023,relation_scinex,qwen3-235b,MOTA,evaluates,MOTA score of 0.96,ExperimentalResult,EvaluationMetric → ExperimentalResult  |  Links an evaluation metric to the experimental result it quantitatively assesses,Abstract,"The performance of both tracking algorithms was well depicted in the results, obtaining MOTA scores of (1.0, 1.0, 0.96, 0.90) and (1, 0.76, 0.90, 0.83) in four different surveillance data for DeepSORT and OC-SORT, respectively.",CORRECT,Sentence explicitly states a MOTA score of 0.96 was obtained
f328577c6368,parkingyolo2023,relation_scinex,qwen3-235b,MOTA,evaluates,MOTA score of 0.76,ExperimentalResult,EvaluationMetric → ExperimentalResult  |  Links an evaluation metric to the experimental result it quantitatively assesses,Abstract,"The performance of both tracking algorithms was well depicted in the results, obtaining MOTA scores of (1.0, 1.0, 0.96, 0.90) and (1, 0.76, 0.90, 0.83) in four different surveillance data for DeepSORT and OC-SORT, respectively.",CORRECT,Sentence explicitly states a MOTA score of 0.76 was obtained
661636350f00,parkingyolo2023,relation_scinex,qwen3-235b,Menéndez et al. [22],produces,temporal analysis of parking area video frames,ResearchArtifact,ResearchProcess → ResearchArtifact  |  Relates a research process to the research artifact it generates as output,2.1. Object Detection,Menéndez et al. [22] proposed temporal analysis of parking area video frames to identify vacant spaces.,PARTIAL,Sentence says they proposed the analysis; 'produces' is not explicitly stated
9e3963cd4e45,parkingyolo2023,relation_scinex,qwen3-235b,OC-SORT,publishedin,CVPR 2023,PublicationVenue,"AcademicPaper → PublicationVenue  |  Links an academic paper to the publication venue in which it appears, such as a journal, conference, or workshop",3.3. Movement Tracking,OC-SORT was published in CVPR 2023.,PARTIAL,"Sentence states OC‑SORT was published in CVPR 2023, but subject is not an academic paper as required by the predicate"
d1c30db0fe76,parkingyolo2023,relation_scinex,qwen3-235b,YOLOv8,uses,DeepSORT,Method,ResearchProcess → ResearchArtifact  |  Relates a research process to a research artifact it consumes as input,5. Conclusions,"The YOLOv8 algorithm was used to detect vehicles in the parking lot, while DeepSORT and OC-SORT were used to track the vehicles throughout the frame.",INCORRECT,Sentence does not say YOLOv8 uses DeepSORT
48aad5e1fa7f,pesticide2025,relation_scinex,qwen3-235b,Randhawa et al. [47],reports,non-linear behaviour,Concept,"AcademicPaper → ResearchProcess  |  Associates an academic paper with the research processes it describes, including its methodology, data processing pipeline, and experiments",3.7.1. Machine learning application,"This behaviour has been previously observed and reported by Randhawa et al. [47] and was captured in this study through the use of the whole wavelength for analysis, in contrast to conventional UV–Visible spectroscopy which utilizes only a single wavelength.",PARTIAL,"Sentence reports the behaviour, but object is a phenomenon, not a research process as required"
1d9df8408557,reststop2018,relation_scinex,qwen3-235b,SF,uses,frequent pattern between rest stops,Concept,ResearchProcess → ResearchArtifact  |  Relates a research process to a research artifact it consumes as input,5. Conclusion,"First, SF is the scoring function based on the frequent pattern between rest stops.",CORRECT,"Sentence explicitly says SF is based on the frequent pattern, matching a uses relation"
d4e6f11b4aa2,roadwaylight2018,relation_scinex,qwen3-235b,SVM,addresses,overfitting issue of the classifier,Concept,Publication/ResearchProcess → ResearchContext  |  Links a publication or a research process to the research context element it targets,2.3.4 Support vector machine (SVM),"An SVM(13) separates two classes by a space, i.e., a clear gap, which is as wide as possible, as shown in Fig. This behavior can improve the overfitting issue of the classifier as well.",PARTIAL,"Sentence implies SVM can improve overfitting, not explicitly that it addresses it"
3090e2f3e239,roadwaylight2018,relation_scinex,qwen3-235b,SVM,produces,a clear gap,Concept,ResearchProcess → ResearchArtifact  |  Relates a research process to the research artifact it generates as output,2.3.4 Support vector machine (SVM),"An SVM(13) separates two classes by a space, i.e., a clear gap, which is as wide as possible, as shown in Fig.",CORRECT,"Sentence explicitly states SVM separates classes by a clear gap, i.e., it produces the gap"
1debddca099c,routepred2023,relation_scinex,qwen3-235b,baseline model,designedfor,single car,Concept,"Model → ResearchTask  |  Associates a model with the research task it was specifically designed or optimised to solve, such as a transformer model designed for machine translation or a CNN designed for image classification",Abstract,"Since the baseline model is designed for a single car and it provides low performance for our experiment, our approach using the HDBSCAN clustering for route data preprocessing and the prediction model based on Viterbi algorithm, which is an extension of the Hidden Markov Model, provides the better performance in terms of Hit@K where K being 3.",PARTIAL,"Object ""single car"" is not a ResearchTask, violating the predicate's range"
0e4770d15909,routepred2023,relation_scinex,qwen3-235b,Hidden Markov Model,produces,Viterbi algorithm,Method,ResearchProcess → ResearchArtifact  |  Relates a research process to the research artifact it generates as output,Abstract,"our approach using the HDBSCAN clustering for route data preprocessing and the prediction model based on Viterbi algorithm, which is an extension of the Hidden Markov Model, provides the better performance in terms of Hit@K where K being 3.",INCORRECT,Sentence does not state that HMM produces the Viterbi algorithm and subject is not a ResearchProcess
9ed935944df9,strabismus2026,relation_scinex,qwen3-235b,Decision Tree,achieves,high accuracy,ExperimentalResult,ResearchProcess → ResearchObjective  |  Links a research process to the research objective it fulfils,Classification using random forest,"If straightforward classification were possible, a basic Decision Tree would likely achieve high accuracy .",PARTIAL,"Subject ""Decision Tree"" is not a ResearchProcess, mismatching the predicate's domain"
879e08a4449b,strabismus2026,relation_scinex,qwen3-235b,Random Forest classifier,achieves,sensitivity of 0.96,ExperimentalResult,ResearchProcess → ResearchObjective  |  Links a research process to the research objective it fulfils,Abstract,"The Random Forest classifier achieved an accuracy of 0.95, sensitivity of 0.96, specificity of 0.94, positive predictive value of 0.97, and negative predictive value of 0.92.",PARTIAL,"Subject ""Random Forest classifier"" is not a ResearchProcess, mismatching the predicate's domain"
14ad492767b7,strabismus2026,relation_scinex,qwen3-235b,Simoes et al.17,addresses,detect ocular alignment in digital images,Task,Publication/ResearchProcess → ResearchContext  |  Links a publication or a research process to the research context element it targets,Interpretation of results,"Simoes et al.17 used U-Net and ResNet to detect ocular alignment in digital images , achieving strong detection performance but limited generalizability beyond controlled settings.",CORRECT,
d2244cf94a64,strabismus2026,relation_scinex,qwen3-235b,SMOTE,addresses,class imbalance in a dataset of limited size,Concept,Publication/ResearchProcess → ResearchContext  |  Links a publication or a research process to the research context element it targets,Oversampling technique using SMOTE,"In this study, SMOTE was employed to address class imbalance in a dataset of limited size, which is crucial for improving model training stability and representation of minority classes.",PARTIAL,"Subject ""SMOTE"" is not a Publication/ResearchProcess, violating the predicate's domain"
bfb5fa12b187,strabismus2026,relation_scinex,qwen3-235b,study,cites,Valente et al.,Other,"AcademicPaper → AcademicPaper  |  Records a bibliographic reference from one academic paper to another, indicating that the citing paper acknowledges, builds upon, or contrasts with the cited work",Related works,"In addition, the study discussed the potential of deep learning methods for automatic strabismus detection , citing prior work by Almeida et al. and Valente et al.8,17, which reported high accuracy .",CORRECT,
f657c55596bf,strabismus2026,relation_scinex,qwen3-235b,study,cites,Almeida et al.,Other,"AcademicPaper → AcademicPaper  |  Records a bibliographic reference from one academic paper to another, indicating that the citing paper acknowledges, builds upon, or contrasts with the cited work",Related works,"In addition, the study discussed the potential of deep learning methods for automatic strabismus detection , citing prior work by Almeida et al. and Valente et al.8,17, which reported high accuracy .",CORRECT,
d6611184e752,strabismus2026,relation_scinex,qwen3-235b,RT-DETR-X,comparesagainst,existing YOLO-based detectors,Model,Model → Model  |  Associates a model with another model to which it is directly compared in an experiment,Object detections,"For example, RT-DETR-L achieves 53.0% mean average precision (mAP) on COCO val2017 and 114 frames per second (FPS) on an NVIDIA Tesla T4 GPU, while RT-DETR-X achieves 54.8% AP, outperforming existing YOLO-based detectors18.",CORRECT,
c467d04c8fa5,strabismus2026,relation_scinex,qwen3-235b,framework,comprises,pupil localization,ResearchTask,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,Related works,"Their framework consisted of three components: amblyopia classification, pupil localization, and data preparation.",CORRECT,
b61f5a56c7e2,strabismus2026,relation_scinex,qwen3-235b,Random Forest,configures,Gini impurity,Method,"ExperimentalSpecification → Experiment  |  Associates an experimental specification with the experiment it governs, establishing the conditions under which the experiment runs or the criteria by which its results are assessed",Model settings,"In addition, the tuned hyperparameter for a Random Forest contains 30 estimators or trees to be constructed, where each base decision tree will utilize the Gini impurity to evaluate the quality of a split.",INCORRECT,Predicate expects ExperimentalSpecification→Experiment; Random Forest and Gini impurity are not of those types and sentence only says Random Forest uses Gini impurity
cd0b0877cd95,strabismus2026,relation_scinex,qwen3-235b,RT-DETR,employs,a single researcher,Person,Organisation → Person  |  Associates an organisation with the persons who work for or are institutionally employed by it at the time of a research publication,Methods,"Subsequently, a two-stage analysis pipeline was implemented: first , the RT-DETR deep learning algorithm was employed to automate landmark localization; second, seven machine learning classifiers were evaluated for strabismus detection .",INCORRECT,"Predicate expects Organisation→Person; RT-DETR is a model, not an organisation, and sentence describes algorithm being employed, not a researcher"
05884f2fc094,strabismus2026,relation_scinex,qwen3-235b,accuracy,evaluates,performance metrics,Metric,EvaluationMetric → ExperimentalResult  |  Links an evaluation metric to the experimental result it quantitatively assesses,Strabismus classification,"At the final step, the performance metrics: accuracy , sensitivity, specificity, positive predictive value (PPV or precision), and negative predictive value (NPV), were averaged and reported.",PARTIAL,"Accuracy is an EvaluationMetric, but object 'performance metrics' is not an ExperimentalResult; sentence does not state accuracy evaluates them"
a88168d3e6f3,strabismus2026,relation_scinex,qwen3-235b,sensitivity,evaluates,performance metrics,Metric,EvaluationMetric → ExperimentalResult  |  Links an evaluation metric to the experimental result it quantitatively assesses,Strabismus classification,"At the final step, the performance metrics: accuracy , sensitivity, specificity, positive predictive value (PPV or precision), and negative predictive value (NPV), were averaged and reported.",PARTIAL,Same mismatch as above for sensitivity
c3a0f4105bd1,strabismus2026,relation_scinex,qwen3-235b,Random Forest,produces,rule-based insights,ResearchArtifact,ResearchProcess → ResearchArtifact  |  Relates a research process to the research artifact it generates as output,Classification using random forest,"To provide the interpretation of the final model, the entire population was analyzed to derive rule-based insights from the Random Forest.",INCORRECT,Subject Random Forest is not a ResearchProcess; predicate domain/range mismatch and sentence only says insights were derived from it
