triple_id,paper,extractor,model,subject,predicate,object,object_type,predicate_definition,section,source_sentence,verdict,note
49b5be5072a5,csysguard2024,relation,gemma3-12b,cSysGuard,designedfor,cloud environments,Concept,Model → ResearchTask  |  use ONLY when the paper explicitly states the model was designed/built/intended for a specific task,Abstract,"Our study introduces cSysGuard, a novel framework designed to enhance monitoring capabilities within cloud environments.",,
e4617a2cd5ce,csysguard2024,relation,gemma3-12b,system,employs,weight-averaging method,Method,Organisation → Person  |  use for employment relationships,C. WEIGHTED AGGREGATION LAYER,"To effectively leverage the contributions of each Level-1 model, the system receives predictive model outputs and refines the final prediction using a weight-averaging method [60] by assigning higher weights to more accurate models.",,
61e31b724f0f,csysguard2024,relation,gemma3-12b,cSysGuard,encompasses,logic flow,Concept,"ResearchDomain → ResearchTask  |  subject MUST be a broad domain (NLP, Computer Vision, etc.). Object is a specific task within that domain. NEVER use a ResearchTask as the subject — tasks cannot encompass domains",A. CSYSGUARD ARCHITECTURE,This component is crucial for orchestrating cSysGuard's logic flow.,,
7e026a09b19a,csysguard2024,relation,gemma3-12b,GRU,evaluatedon,noise-filtered data inputs,Dataset,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,B. DATA PREPROCESSING,"To demonstrate an enhanced forecasting accuracy, Fig. 6 showcases the impact of noise reduction by contrasting the predictions and RMSE of LSTM, GRU, and ARIMA models using both noise-filtered and raw data inputs with actual values.",,
ae46ae2b46d9,csysguard2024,relation,gemma3-12b,ARIMA,evaluatedon,noise-filtered data inputs,Dataset,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,B. DATA PREPROCESSING,"To demonstrate an enhanced forecasting accuracy, Fig. 6 showcases the impact of noise reduction by contrasting the predictions and RMSE of LSTM, GRU, and ARIMA models using both noise-filtered and raw data inputs with actual values.",,
88a066b3ddfe,csysguard2024,relation,gemma3-12b,macro-averaged F1 score,evaluates,highest,Metric,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",C. HYPERPARAMETER TUNING,We methodically tested a range of parameter values to identify the combination that resulted in the highest macro-averaged F1 score.,,
3f746b083f48,csysguard2024,relation,gemma3-12b,Lee,publishedin,Proc.,PublicationVenue,AcademicPaper → PublicationVenue  |  use for journal/conference names only,What,"Lee, '' Prediction of network throughput using ARIMA,'' in Proc. Dhar, '' Machine learning based workload prediction for auto-scaling cloud applications ,'' in Proc.",,
6ac8703ee41f,csysguard2024,relation,gemma3-12b,Random Forest,uses,minimum samples for a split,Concept,"ResearchProcess → ResearchArtifact  |  use when a method/model explicitly consumes a tool, dataset, or architecture",E. HYPERPARAMETER TUNING,"For the Random Forest, considered parameters entail the number of trees (estimators), tree depth (max depth), minimum samples for a split (min sample split), minimum samples per leaf (min sample leaf), maximum number of features considered for splitting a node (max features), maximum number of leaf nodes (max-leaf nodes), minimum impurity decrease for a split (min impurity decrease), whether bootstrap samples are used (bootstrap), and the function to measure the quality of a split (criterion).",,
5323ed9096ae,gamlprop2025,relation,gemma3-12b,input features,comprises,double bonds,Concept,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",2. Methodology,"The input features employed were consistent with those utilised in previous research, including the number of carbon atoms ('C'), double bonds ('='), triple bonds ('#'), branches ('('), and cyclic structures ('1').",,
b4690309de2c,gamlprop2025,relation,gemma3-12b,input features,comprises,cyclic structures,Concept,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",2. Methodology,"The input features employed were consistent with those utilised in previous research, including the number of carbon atoms ('C'), double bonds ('='), triple bonds ('#'), branches ('('), and cyclic structures ('1').",,
1bd46000acb2,gamlprop2025,relation,gemma3-12b,dataset,splitfrom,training set,Dataset,Dataset → Dataset  |  use for train/dev/test partition relationships,2.1 Model Development and Cross Validation,"For this study, the dataset was initially divided into a training set and a test set, with 460 out of 560 data points randomly selected for training.",,
7e149ac95ca7,llamacorrupt2025,relation,gemma3-12b,F1 score,evaluates,ROUGE,Metric,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",2.3 Evaluation Method,"All evaluation results, including both BERT and ROUGE, will be presented using the F1 score.",,
812bfa620cd0,llamacorrupt2025,relation,gemma3-12b,thousand questions,trainedon,GLUE-QNLI dataset,Dataset,Model → TrainingDataset  |  use only for named training corpora/datasets,2.2 Selected Test Data,"The GLUE-QNLI dataset contains over hundred thousand question-answer pairs, but in prac- tice, we randomly sampled thousand questions for testing.",,
52af4a0935b5,microwave2018,relation,gemma3-12b,logistic regression,achieves,best accuracy among all selected classifiers,Metric,ResearchProcess → ResearchObjective  |  use when a model/method attains a specific result or goal. USE THIS instead of reports when subject is a Model,V CONCLUSION,"It also found that the logistic regression, which is a known data analytic method, can be used as a classification method to detect the kick gesture; because it provides the best accuracy among all selected classifiers.",,
5877c8a62c0a,microwave2018,relation,gemma3-12b,logistic regression,publishedin,generalized linear model,Model,AcademicPaper → PublicationVenue  |  use for journal/conference names only,IV RESULT AND DISCUSION,"Since the logistic regression is a generalized linear model, it can be conversed that the problem of signal processing for the kick activation can be solved by a linear program.",,
29eade74d62e,osmotic2026,relation,gemma3-12b,Quats,cites,PTCs,Concept,AcademicPaper → AcademicPaper  |  use when a paper cites another paper by name,Abstract,"The mechanism of Quats as PTCs9,10, as depicted in Fig. 1, involves the transfer of reactants (Y- ion) between aqueous and organic phases, wherein Quats function as molecular shuttles.",,
19503c45f136,osmotic2026,relation,gemma3-12b,this data-driven approach,comparesagainst,Electrolyte-NRTL,Model,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,Abstract,Comparisons with Electrolyte-NRTL and Extended UNIQUAC models demonstrate that this data-driven approach offers competitive accuracy while enabling generalization to structurally similar compounds .,,
012d1080fc46,osmotic2026,relation,gemma3-12b,anions,comprises,iodide (I-),Concept,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",Methodology,"Anions are represented as single groups of fluoride (F-), chloride (Cl-), bromide (Br-), iodide (I-), nitrate (N+([O-])[O-]), and perchlorate ([O-]Cl(= O)(= O) = O).",,
face60f7e144,osmotic2026,relation,gemma3-12b,Quaternary Ammonium Salts (Quats),encompasses,chemical reactions,Task,"ResearchDomain → ResearchTask  |  subject MUST be a broad domain (NLP, Computer Vision, etc.). Object is a specific task within that domain. NEVER use a ResearchTask as the subject — tasks cannot encompass domains",Abstract,Quaternary Ammonium Salts (Quats) have diverse applications across various domains.,,
059d786240c1,osmotic2026,relation,gemma3-12b,40 types,evaluatedon,%MAPE below 5%,Metric,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,Conclusions,"Notably, this study achieves high accuracy for various Quats, with 40 types having %MAPE below 5%.",,
d13befa61425,osmotic2026,relation,gemma3-12b,predicted activity coefficients,supports,collected experimental results,Dataset,ExperimentalMeasurement → ExperimentalOutcome  |  use when a specific number backs up a qualitative conclusion,Activity coefficients estimations,It can be observed that the predicted activity coefficients are in close agreement with the collected experimental results.,,
2ba698be2c28,oxidecrack2025,relation,gemma3-12b,Criterion,configures,Gini index,Metric,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Results and discussion,Critical hyperparameters: - Number of estimators: 15 Fine-tuned hyperparameters: - Criterion: Gini index - Minimum number of samples required to split: 2 - Max features: square root of number of features - Bootstrap samples are used when building trees: True,,
8ae3fd8bb104,oxidecrack2025,relation,gemma3-12b,Minkowski,evaluates,30,Metric,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",Results and discussion,"(memory for storing the tree): 30 - Metric: Minkowski - Power parameter of Minkowski metric: 2 (Euclidean distance) Critical hyperparameters: - Number of nearest neighbors (K): 5 Fine-tuned hyperparameters: - Weights: uniform (equally weighted) - Leaf size (memory for storing the tree): 30 - Metric: Minkowski - Power parameter of Minkowski metric: 2 (Euclidean distance) Critical hyperparameters: - Number of nearest neighbors (K): 7 Fine-tuned hyperparameters: - Weights: uniform (equally weighted) - Leaf size (memory for storing the tree): 30 - Metric: Minkowski - Power parameter of Minkowski metric: 2 (Euclidean distance) Critical hyperparameters: - Hidden nodes = (100) Fine-tuned hyperparameters: - Activation function: ReLU - Solver: Adam - Epsilon (a parameter of Adam solver): 0.00000001 - Alpha (the L2 regularization term): 0.0001 - Learning rate: 0.001 - Max iteration: 500 - Tolerance for stopping criteria (tol): 0.0001 Critical hyperparameters: - Hidden nodes = (100, 100) Fine-tuned hyperparameters: - Activation function: ReLU - Solver: Adam - Epsilon (a parameter of Adam solver): 0.00000001 - Alpha (the L2 regularization term): 0.0001 - Learning rate: 0.001 - Max iteration: 500 - Tolerance for stopping criteria (tol): 0.0001",,
555a336a1016,oxidecrack2025,relation,gemma3-12b,PBR,reports,protection performance of the oxide scale,Concept,AcademicPaper → ResearchProcess  |  subject MUST be the paper itself (rare in fixed extraction — only use when the sentence is about what the paper as a whole describes). Do NOT use with Model or Method as subject — use achieves instead,Abstract,PBR gives the protection performance of the oxide scale .,,
52fb90bd193f,oxidecrack2025,relation,gemma3-12b,Information Gain,supports,best label split,Concept,ExperimentalMeasurement → ExperimentalOutcome  |  use when a specific number backs up a qualitative conclusion,Decision Tree (DT),"The highest-ranking node in the tree, referred to as the root node, provides the best label split as determined by a loss function, such as Entropy, Information Gain, and GINI index.",,
5b79baad6ca2,oxidecrack2025,relation,gemma3-12b,PBR,writtenby,Pilling and Bedworth,Author,AcademicPaper → Author  |  use only for explicit author attribution,Abstract,The equation evaluating the volume change due to the oxide formation during oxidation was established in 1923 by Pilling and Bedworth and it is known as Pilling-Bedworth ratio abbreviated as PBR Eq.,,
4c2479a13005,parkingyolo2023,relation,gemma3-12b,YOLOv8,configures,image-size parameter was set to 640,ExperimentalSpecification,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,3.5. Experimental Setup,"For YOLOv8, the image-size parameter was set to 640.",,
3f9dfd2e5c38,parkingyolo2023,relation,gemma3-12b,Deep Learning,encompasses,classification,Task,"ResearchDomain → ResearchTask  |  subject MUST be a broad domain (NLP, Computer Vision, etc.). Object is a specific task within that domain. NEVER use a ResearchTask as the subject — tasks cannot encompass domains",2. Related Work,"Deep Learning applications have received significant traction due to their extensive research and development. Deep Learning-based methods have been applied in many tasks, such as classification [9], object detection [10], object tracking [11], and healthcare [12–14].",,
94fe2f9d1534,parkingyolo2023,relation,gemma3-12b,DeepSORT,evaluatedon,four different surveillance data,Dataset,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,Abstract,"The performance of both tracking algorithms was well depicted in the results, obtaining MOTA scores of (1.0, 1.0, 0.96, 0.90) and (1, 0.76, 0.90, 0.83) in four different surveillance data for DeepSORT and OC-SORT, respectively.",,
bdc1d504c56f,parkingyolo2023,relation,gemma3-12b,CCTV model,locatedin,KMITL,Organisation,Organisation → Place  |  use for physical location,3.1. Dataset,"The CCTV model utilized at KMITL is the Panasonic V series, which offers a 2530 frames per second (FPS) capture rate and a 1080P resolution.",,
fcfbec13309b,parkingyolo2023,relation,gemma3-12b,cameras,locatedin,university campus,Place,Organisation → Place  |  use for physical location,3.1. Dataset,"Data collection was conducted using 4 cameras placed at different locations within the university campus, all with a resolution of 1080P and a frame rate of 15 FPS.",,
962c4925629e,parkingyolo2023,relation,gemma3-12b,Deep SORT,uses,object tracking algorithms,Method,"ResearchProcess → ResearchArtifact  |  use when a method/model explicitly consumes a tool, dataset, or architecture",3. Proposed Parking Time Violation Algorithm,"For tracking vehicles , two object tracking algorithms were implemented, Deep SORT (Simple Online Real Tracking ) [11] and Observation- Centric SORT (OC-SORT) [38].",,
a89bbc7e98a3,pesticide2025,relation,gemma3-12b,Randhawa et al.,cites,this study,AcademicPaper,AcademicPaper → AcademicPaper  |  use when a paper cites another paper by name,3.7.1. Machine learning application,"This behaviour has been previously observed and reported by Randhawa et al. [47] and was captured in this study through the use of the whole wavelength for analysis, in contrast to conventional UV–Visible spectroscopy which utilizes only a single wavelength.",,
5141814ed749,pesticide2025,relation,gemma3-12b,XGB algorithm,comparesagainst,SVR,Model,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,3.3. Carbosulfan,"Across all datasets, the XGB algorithm demonstrated marginally su perior performance compared to SVR, RF, and MLP.",,
e0fd86f18f7e,pesticide2025,relation,gemma3-12b,XGB algorithm,comparesagainst,MLP,Model,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,3.3. Carbosulfan,"Across all datasets, the XGB algorithm demonstrated marginally su perior performance compared to SVR, RF, and MLP.",,
e7402f17a2f5,pesticide2025,relation,gemma3-12b,Evolution™ 201/220 UV–Visible Spectrophotometers,employs,estimations of concentrations,ResearchProcess,Organisation → Person  |  use for employment relationships,2.4.5. Validation,"Moreover, the Evolution™ 201/220 UV–Visible Spectrophotometers were employed for the estimations of concentrations within the validation sets in the KMnO4 and Carbosulfan case studies.",,
6b25e451f1b8,pesticide2025,relation,gemma3-12b,Carbosulfan solution,trainedon,ethanol,Other,Model → TrainingDataset  |  use only for named training corpora/datasets,2.3.2. Experimental setups,"A separate stock solution with a concentration of 1,500 mg⋅L−1 was prepared by adding 0.75 mL of the 20 % w/v Carbosulfan solution to a 100-mL volumetric flask and diluting to the mark with ethanol.",,
8bafd35e62af,reststop2018,relation,gemma3-12b,Department of Land Transport of Thailand,affiliatedwith,Thailand,Place,Agent → Organisation  |  use for institutional affiliation,2.2. Data Preparation,"Due to the ack of the Department of Land Transport of Thailand, all commercial vehicles such as buses , vans, trucks, etc. have had to install a GPS tracking system and sent data to the department.",,
678a4ca1592e,reststop2018,relation,gemma3-12b,scoring function SF,uses,frequent pattern of rest stop,Concept,"ResearchProcess → ResearchArtifact  |  use when a method/model explicitly consumes a tool, dataset, or architecture",4.4. Discussion,"The scoring function SF based on the frequent pattern of rest stop is the technique that most works in the literature review employed such as Morzy (2006 and 2007), Yavas et al. (2008), and Monreale et al.",,
700f33794c57,roadwaylight2018,relation,gemma3-12b,approach,addresses,unsafety points on street at nighttime,Concept,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",1. Introduction,"For this reason, in this study, the creation of an approach to monitoring unsafety points on street at nighttime is attempted.",,
69fc17605b9a,roadwaylight2018,relation,gemma3-12b,government agencies,affiliatedwith,transportation,Concept,Agent → Organisation  |  use for institutional affiliation,1. Introduction,"In order to improve road safety, government agencies responsible for transportation must watch over and maintain the quality of street surfaces.",,
f5ea0aedba1a,roadwaylight2018,relation,gemma3-12b,RoadNet,produces,IRIs of a section of a road,Dataset,ResearchProcess → ResearchArtifact  |  use when a process explicitly creates a new artifact,3. Results,"RoadNet can provide IRIs of a section of a road but not a particular location, so we use IRIs of road sections to tune appropriate coefficients by minimizing error.",,
06b00e50d473,routepred2023,relation,gemma3-12b,Antonio et al. [1],cites,Hidden Markov Model (HMM),Model,AcademicPaper → AcademicPaper  |  use when a paper cites another paper by name,I INTRODUCTION,Antonio et al. [1] used Hidden Markov Model (HMM) for the route prediction using GPS data.,,
55bd979a1898,routepred2023,relation,gemma3-12b,this work,reports,route prediction model,Model,AcademicPaper → ResearchProcess  |  subject MUST be the paper itself (rare in fixed extraction — only use when the sentence is about what the paper as a whole describes). Do NOT use with Model or Method as subject — use achieves instead,I INTRODUCTION,This work attempts to conduct a route prediction model based on Global Positioning System (GPS) data.,,
c1420b3f3dca,routepred2023,relation,gemma3-12b,Antonio,writtenby,"Antonio, et al. [1]",AcademicPaper,AcademicPaper → Author  |  use only for explicit author attribution,II BACKGROUND,"The first paper, Antonio, et al. [1], use the HMM [3] for predicting the destinations of users from trajectory data of personal GPS devices obtained from different users.",,
b995b64c992a,strabismus2026,relation,gemma3-12b,Random Forest classifier,achieves,0.97 positive predictive value,Metric,ResearchProcess → ResearchObjective  |  use when a model/method attains a specific result or goal. USE THIS instead of reports when subject is a Model,Abstract,"The Random Forest classifier achieved an accuracy of 0.95, sensitivity of 0.96, specificity of 0.94, positive predictive value of 0.97, and negative predictive value of 0.92.",,
e20cc8ac1438,strabismus2026,relation,gemma3-12b,Simoes et al.17,cites,ResNet,Model,AcademicPaper → AcademicPaper  |  use when a paper cites another paper by name,Interpretation of results,"For instance, Simoes et al.17 used U-Net and ResNet to detect ocular alignment in digital images , achieving strong detection performance but limited generalizability beyond controlled settings.",,
2849e64b3204,strabismus2026,relation,gemma3-12b,training objective,comprises,Generalized IoU (GIoU) loss,Loss Function,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",Object detections,"The training objective combines three loss functions: Focal loss, Generalized IoU (GIoU) loss, and L1 loss.",,
c737c8a6594b,strabismus2026,relation,gemma3-12b,framework,comprises,pupil localization,ResearchTask,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",Related works,"Their framework consisted of three components: amblyopia classification, pupil localization, and data preparation.",,
45383e5f85f8,strabismus2026,relation,gemma3-12b,freeze_backbone_batch_norms,configures,backbone,Concept,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Model settings,"Other parameters set precision and stability features like initializer_range = 0.01, layer_norm_eps=1e-5, and batch_norm_eps=1e-5, while the backbone is configured with use_pretrained_backbone=False and freeze_backbone_batch_norms=True.",,
cc97fe159d8e,strabismus2026,relation,gemma3-12b,use_pretrained_backbone,configures,backbone,Concept,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Model settings,"Other parameters set precision and stability features like initializer_range = 0.01, layer_norm_eps=1e-5, and batch_norm_eps=1e-5, while the backbone is configured with use_pretrained_backbone=False and freeze_backbone_batch_norms=True.",,
509866d1d5da,strabismus2026,relation,gemma3-12b,cosine annealing scheduler,configures,RT-DETR,Model,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Eye landmark detection,3) Learning Rate: 1e-4 with cosine annealing scheduler.,,
09854d150be9,strabismus2026,relation,gemma3-12b,RT4,designedfor,nasal scleral exposure,Concept,Model → ResearchTask  |  use ONLY when the paper explicitly states the model was designed/built/intended for a specific task,Eye landmark feature engineering,"Accordingly, RT1 and RT4 were designed to reflect nasal and temporal scleral exposure, RT2 and RT3 to reflect the position of the corneal light reflex within the horizontal corneal span, and RT5 to reflect visible iris width as an internal reference during gaze change.",,
29d013f7948e,strabismus2026,relation,gemma3-12b,Random Forest,produces,rule extraction,Other,ResearchProcess → ResearchArtifact  |  use when a process explicitly creates a new artifact,Interpretation of results,"Nevertheless, feature importance and rule extraction from a Random Forest should be interpreted as providing partial interpretability of how the model separates classes within this dataset, rather than a clinically exhaustive or directly causal explanation of ocular misalignment.",,
572f16b40944,strabismus2026,relation,gemma3-12b,random forests,publishedin,ensemble nature,Concept,AcademicPaper → PublicationVenue  |  use for journal/conference names only,Oversampling,"What distinguishes random forests is their ensemble nature, where they amalgamate predictions from various models.",,
25c5eceb4d6f,strabismus2026,relation,gemma3-12b,Rule 4,supports,imbalance between MR_rt2 and MR_rt3,Metric,ExperimentalMeasurement → ExperimentalOutcome  |  use when a specific number backs up a qualitative conclusion,Classification using random forest,"For example, Rule 4 suggests that an imbalance between MR_rt2 and MR_rt3 in the right eye during primary gaze is predictive of strabismus .",,
c91502df57c5,strabismus2026,relation,gemma3-12b,Viola–Jones algorithm,uses,eye region segmentation,ResearchTask,"ResearchProcess → ResearchArtifact  |  use when a method/model explicitly consumes a tool, dataset, or architecture",Related works,The paper also incorporated eye region segmentation using the Viola–Jones algorithm as part of the detection pipeline.,,
d18aeb62aae3,textaug2023,relation,gemma3-12b,Thai2transformersAug,employs,WangchanBERTa,Model,Organisation → Person  |  use for employment relationships,A. Data augmentation,"The Masked Language Model (MLM) approach is used by the model, and it predicts missing words based on the context that is supplied by the words around them in the module Thai2transformersAug [11].",,
4cf2a3eedbc1,textaug2023,relation,gemma3-12b,CNN,encompasses,classifying tweets about traffic accidents into four categories,Task,"ResearchDomain → ResearchTask  |  subject MUST be a broad domain (NLP, Computer Vision, etc.). Object is a specific task within that domain. NEVER use a ResearchTask as the subject — tasks cannot encompass domains",I INTRODUCTION,A recent method involves classifying tweets about traffic accidents into four categories using CNN's combination deep learning methodology and pre-trained BERT [4].,,
3bdd2e901873,textaug2023,relation,gemma3-12b,cosine,evaluates,scores lower than 0.7,Metric,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",III EXPERIMENT,"We chose an example to demonstrate the difference between the similarity scores of the cosine. Texts with scores lower than 0.7 are difficult to comprehend, whereas those with scores higher than 0.8 have not significantly changed.",,
915ea5e21da3,trafficspeed2021,relation,gemma3-12b,long-short term memory (LSTM) networks,addresses,accuracy of overall prediction models,ResearchObjective,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",STONES IN NEXT N MINUTES,"As we learn, the future work for enhancing this research might be some non-linear regressors such as multinomial regression, exponential smoothing, support vector machine regression, long-short term memory (LSTM) networks, etc. [8], in order to improve the accuracy of overall prediction models.",,
b68d800077ef,trafficspeed2021,relation,gemma3-12b,Urban Informatics Center,affiliatedwith,smart mobility,Concept,Agent → Organisation  |  use for institutional affiliation,I INTRODUCTION,"Our research group, Urban Informatics Center, has a mission to improve the smart mobility, and one ultimate goal is to build a predictive traffic model that can serve the travel time prediction in Thailand .",,
529e927fb6a8,traveltime2022,relation,gemma3-12b,LSTM,achieves,±27.12 min in every 100 km,ExperimentalResult,ResearchProcess → ResearchObjective  |  use when a model/method attains a specific result or goal. USE THIS instead of reports when subject is a Model,4.6. Discussion,The results from Table 3 were interpreted as follows: the LSTM model provided an error of ±27.12 min in every 100 km.,,
45be228d6f99,traveltime2022,relation,gemma3-12b,work,addresses,travel time prediction of commercial trucks,Task,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",4.6. Discussion,The potential application of our work is to provide a service for the travel time prediction of commercial trucks.,,
0b82f7c6484e,traveltime2022,relation,gemma3-12b,data,locatedin,Thailand,Place,Organisation → Place  |  use for physical location,3.1. Data Preparation,The GPS dataset was the GPS tracking data of trucks in Thailand.,,
387973977949,traveltime2022,relation,gemma3-12b,ConvLSTM,produces,waiting times,Concept,ResearchProcess → ResearchArtifact  |  use when a process explicitly creates a new artifact,2.2. Review of Related Studies,The ConvLSTM model predicted both running times and waiting times.,,
