triple_id,paper,extractor,model,subject,predicate,object,object_type,predicate_definition,section,source_sentence,verdict,note
99ff344963a1,strabismus2026,relation_scinex,qwen3-8b-v2,Random Forest,comprises,multiple trees,Model,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,Classification using random forest,Due to the complexity and high dimensionality of features across multiple gaze positions necessitate the use of an ensemble method such as Random Forest—comprising multiple trees that vote on the final classification.,,
9488093536a1,strabismus2026,relation_scinex,qwen3-8b-v2,server,designedfor,dedicated processing unit,Other,"Model → ResearchTask  |  Associates a model with the research task it was specifically designed or optimised to solve, such as a transformer model designed for machine translation or a CNN designed for image classification",Implementation,"To ensure data privacy, the server was designed as a dedicated processing unit that performs real- time inference without persistent image storage.",,
43610496b5c4,strabismus2026,relation_scinex,qwen3-8b-v2,images from smartphones,evaluatedon,proposed screening approach,Method,Experiment → Dataset  |  Directly links an experiment to the dataset used to assess the final performance of its model(s),Interpretation of results,images from smartphones performed well in our proposed screening approach,,
acf62f848d19,strabismus2026,relation_scinex,qwen3-8b-v2,RT1–RT5 features,extractedfrom,detected landmarks of all participants,Dataset,? → AcademicPaper  |  Links an extracted entity to the academic paper it was extracted from.,Final prediction models,The RT1–RT5 features were extracted from the detected landmarks of all participants to serve as structured inputs for the final Random Forest classifier.,,
d8fac2825eb6,strabismus2026,relation_scinex,qwen3-8b-v2,landmark P9,locatedin,left eye,Task,Organisation → Place  |  Associates an organisation with the geographic place in which it is situated,Landmark annotation,"For example, landmark P9 of the left eye in a middle-gaze image ('img0001') was recorded at coordinates (492, 419) (Fig.",,
d9af90391480,strabismus2026,relation_scinex,qwen3-8b-v2,internal analysis,supports,alignment with established ophthalmic principles,ExperimentalOutcome,ExperimentalMeasurement → ExperimentalOutcome  |  Links a quantitative experimental measurement to the qualitative conclusion it provides evidence for,Conclusion,"Internal analysis suggested that several learned feature patterns exhibited alignment with established ophthalmic principles, especially with regard to the off-center displacement of the central corneal light reflex in strabismus patients and the visible sclera area during various gazes.",,
4e437ed67e0b,textaug2023,relation_scinex,qwen3-8b-v2,accuracy,evaluates,88.5,Metric,EvaluationMetric → ExperimentalResult  |  Links an evaluation metric to the experimental result it quantitatively assesses,I INTRODUCTION,"Metrics such as precision, recall, F1-score, and accuracy .",,
e8aa34b655f7,textaug2023,relation_scinex,qwen3-8b-v2,imbalanced datasets,uses,training all these models,ResearchProcess,ResearchProcess → ResearchArtifact  |  Relates a research process to a research artifact it consumes as input,I INTRODUCTION,"However, both studies have demonstrated that using imbalanced datasets to train all these models has caused to some groups being predicted less accurately.",,
9641558d99d6,trafficspeed2021,relation_scinex,qwen3-8b-v2,temporal-lagged associations,extractedfrom,feature selection process,ResearchProcess,? → AcademicPaper  |  Links an extracted entity to the academic paper it was extracted from.,Abstract,"The temporal-lagged associations among kilometer stones, which were extracted during the feature selection process, are observed as a traffic -dependent network on roads for analyzing the traffic congestion spreads in the future.",,
cff2a3c608e3,trafficspeed2021,relation_scinex,qwen3-8b-v2,KM Stone Speed,producedby,data preparation section,ResearchProcess,ResearchArtifact → ResearchProcess  |  Links a research artifact back to the research process that generated it,III METHOD,"The product of beginning parts, which are explained in the data preparation section, is the KM Stone Speed as shown in Table III.",,
0b522d39b306,traveltime2022,relation_scinex,qwen3-8b-v2,ARIMA,comparesagainst,LSTM,Model,Model → Model  |  Associates a model with another model to which it is directly compared in an experiment,3.4.1. Experiment: Choosing a Suitable Baseline,"This experiment was conducted to compare four techniques from related works to determine our baseline. These techniques were ARIMA [7], SVR [25], LSTM [26], and ConvLSTM [14].",,
8fb55ed44165,traveltime2022,relation_scinex,qwen3-8b-v2,LSTM,configures,LSTM model,Model,"ExperimentalSpecification → Experiment  |  Associates an experimental specification with the experiment it governs, establishing the conditions under which the experiment runs or the criteria by which its results are assessed",3.3.4. Architecture of Our Travel Time Prediction Model,"LSTM() was used to construct an LSTM model based on an input cell state, an input hidden state, and a weight tensor",,
340898a39e03,traveltime2022,relation_scinex,qwen3-8b-v2,ANN,configures,trained weight matrix (WFC),Metric,"ExperimentalSpecification → Experiment  |  Associates an experimental specification with the experiment it governs, establishing the conditions under which the experiment runs or the criteria by which its results are assessed",3.3.4. Architecture of Our Travel Time Prediction Model,This ANN is con- structed by the trained weight matrix (WFC).,,
b0c43d41f380,traveltime2022,relation_scinex,qwen3-8b-v2,road data for Thailand,extractedfrom,OpenStreetMap [29],Dataset,? → AcademicPaper  |  Links an extracted entity to the academic paper it was extracted from.,3.1. Data Preparation,The road data for Thailand were prepared from OpenStreetMap [29].,,
a77e9c831b6c,traveltime2022,relation_scinex,qwen3-8b-v2,government department,locatedin,big GPS data,Other,Organisation → Place  |  Associates an organisation with the geographic place in which it is situated,4.6. Discussion,"The government department that owns the big GPS data should calculate the travel time of every route in every following hour, then provide the predicted data to consumers.",,
35692f0f45a4,traveltime2022,relation_scinex,qwen3-8b-v2,Table 4,mentions,results of the experiment in Section 3.4.2,Concept,"AcademicPaper → ?  |  Links an academic paper to an entity, model, dataset or result extracted from it.",4.2. Results of Self-Attention LSTM,"Secondly, Table 4 shows the results of the experiment in Section 3.4.2, performed in order to choose a self-attention for the LSTM.",,
d03d879ce190,traveltime2022,relation_scinex,qwen3-8b-v2,this manuscript,mentions,Materials and Methods section,Concept,"AcademicPaper → ?  |  Links an academic paper to an entity, model, dataset or result extracted from it.",1. Introduction,"This manuscript is organized into five sections. First, the background and the objec- tives of this research are introduced in the Introduction. Second, the technical background from related work is reviewed in the Literature Review . Third, the data preparation, base- line implementation, our approach, and the experiment steps are described in the Materials and Methods section.",,
42744d397942,traveltime2022,relation_scinex,qwen3-8b-v2,pseudocode,mentions,input_ttr,Dataset,"AcademicPaper → ?  |  Links an academic paper to an entity, model, dataset or result extracted from it.",3.3.4. Architecture of Our Travel Time Prediction Model,"In addition, we wrote the following pseudocode to demonstrate our model in detail, corresponding to Figure 6. The input was a 24-dim input vector of the travel time (input_ttr) and the trained variables; the output was a predicted travel time of the following hour.",,
7a21aa708d75,traveltime2022,relation_scinex,qwen3-8b-v2,Butterworth low-pass filter,mentions,travel time prediction,Task,"AcademicPaper → ?  |  Links an academic paper to an entity, model, dataset or result extracted from it.",2.1. Travel Time Prediction Techniques,"Last, the Butterworth low-pass filter is a well-known signal processing filter that operates in a frequency domain.",,
416f6c99384c,traveltime2022,relation_scinex,qwen3-8b-v2,the ordered TTR dataset of each road,splitfrom,validation set (20%),Dataset,Dataset → Dataset  |  Records that a dataset partition was derived from a larger source dataset,3.4. Experiments,"In this case, the ordered TTR dataset of each road was split into third sets: a training set (60%), a validation set (20%), and a test set (20%), as shown in Figure 7a.",,
4d9204892a0c,traveltime2022,relation_scinex,qwen3-8b-v2,the ordered TTR dataset of each road,splitfrom,test set (20%),Dataset,Dataset → Dataset  |  Records that a dataset partition was derived from a larger source dataset,3.4. Experiments,"In this case, the ordered TTR dataset of each road was split into third sets: a training set (60%), a validation set (20%), and a test set (20%), as shown in Figure 7a.",,
3f0fe89a1acf,traveltime2022,relation_scinex,qwen3-8b-v2,the ordered TTR dataset of each road,splitfrom,training set (60%),Dataset,Dataset → Dataset  |  Records that a dataset partition was derived from a larger source dataset,3.4. Experiments,"In this case, the ordered TTR dataset of each road was split into third sets: a training set (60%), a validation set (20%), and a test set (20%), as shown in Figure 7a.",,
e4794e096a32,ugmo2024,relation_scinex,qwen3-8b-v2,U-GMo,comprises,Artificial Intelligence (AI) part,Concept,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,2. Method,"U-GMo provides 2 parts depicted in Fig 1. The main part is the Artificial Intelligence (AI) part that process an input video into individual clips using the techniques of movement tracking, graduation identification, and video segment extraction.",,
7fb25cff79f5,ugmo2024,relation_scinex,qwen3-8b-v2,YOLOv8,produces,result,Other,ResearchProcess → ResearchArtifact  |  Relates a research process to the research artifact it generates as output,2. Method,"The result from YOLOv8 pose estimation contains 17 key points, as shown in Fig 4.",,
dc152c8480bb,vehiclemake2025,relation_scinex,qwen3-8b-v2,Standard Filter-Block,comprises,batch normalization layer,Method,ResearchProcess → ResearchProcess  |  Relates a research process to a constituent sub-process that forms a structural part of it,B. PROPOSED CCN MODEL,"Standard Filter-Block consists of an initial 3 × 3 convolution layer where the number of filters can be specified as needed, without using bias or activation function, with padding set to 'same' and stride = 1. This is followed by a batch normalization layer [33] to speed up the learning process, an activation function layer using ReLU, and finally, a 3 × 3 MaxPooling layer with stride = 2 (Overlap) [34].",,
