triple_id,paper,extractor,model,subject,predicate,object,object_type,predicate_definition,section,source_sentence,verdict,note
c1294a1a2f7c,llamacorrupt2025,relation,qwen3-8b-v2,ASSE 2025,locatedin,"Tokyo, Japan",Place,Organisation → Place  |  use for physical location,3.2 Discussion,"This is a discussion of the experimental results on parameter cor- ruption in Llama -3.2-1B-Instruct [4] The test results align with Assessing the Effects of Corrupted Parameters in a Large Language Model: A Case Study of LLAMA 3.2 1B ASSE 2025, September 17–19, 2025, Tokyo, Japan expectations: as more parameters are corrupted, the model's re- sponses deviate further from the baseline answer (obtained from a freshly loaded model).",,
9bd6834e308e,microwave2018,relation,qwen3-8b-v2,foot,motivates,start kicking,Task,ResearchObjective → ResearchProcess  |  use when a stated problem or gap drives a new method,IV RESULT AND DISCUSION,"It is resulted from the motion of a foot during kicking. When start kicking, the speed of the foot is a little bit low because it moves from the standing position. During the foot kick to the end and start pulling the foot back, the speed of the foot is rising rapidly, so the reflect frequency become spike in the middle of the kick action.",,
dfcd14d860ae,microwave2018,relation,qwen3-8b-v2,logistic regression,publishedin,binary classification,Concept,AcademicPaper → PublicationVenue  |  use for journal/conference names only,IV RESULT AND DISCUSION,"Since the logistic regression is a binary classification, so it is limited to only kick and non-kick classes.",,
ce011f9c3dea,microwave2018,relation,qwen3-8b-v2,Support Vector Machine (SVM),publishedin,machine learning technique,Concept,AcademicPaper → PublicationVenue  |  use for journal/conference names only,II LITERATURE REVIEW,The Support Vector Machine (SVM) [8] is one machine learning technique for addressing a classification problem,,
f049c86d0879,osmotic2026,relation,qwen3-8b-v2,GP model,achieves,mean absolute percentage error of 3.33%,Metric,ResearchProcess → ResearchObjective  |  use when a model/method attains a specific result or goal. USE THIS instead of reports when subject is a Model,Conclusions,The GP model yields a mean absolute percentage error (%MAPE) of 3.33% and an R2 value of 0.9805 when compared to experimental data.,,
e5b229c8a808,osmotic2026,relation,qwen3-8b-v2,The data,evaluatedon,random splitting,Dataset,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,Abstract,The data was evaluated using random splitting and Leave-One- Group -Out (LOGO) validation to train seven machine learning algorithms.,,
218f1b4c5fda,osmotic2026,relation,qwen3-8b-v2,root mean square error ( RMSE),evaluates,88.5,Other,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",Model performances analysis,"The predictive efficiencies of the activity and osmotic coefficients are assessed. The assessment employs the coefficient of determination ( R2) in Eq. (2), the root mean square error ( RMSE) in Eq. (3), the mean absolute error ( MAE) in Eq. (4), and the mean absolute percentage error ( %MAPE) in Eq. where ys denotes Collected activity or osmotic coefficients from different sources. yp denotes Predicted activity or osmotic coefficients. −y denotes Average of the collected activity or osmotic coefficients. n denotes Total number of data.",,
1310a343d62c,oxidecrack2025,relation,qwen3-8b-v2,K-Fold Cross-Validation,configures,K is set to be 3,Concept,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Data analytics,"Each experiment underwent testing through K-Fold Cross-Validation, where K is set to be 3, as depicted in Fig.",,
fef77bdfcb80,parkingyolo2023,relation,qwen3-8b-v2,Object tracking,addresses,player tracking,ResearchContext,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",2.2. Vehicle Tracking,"Object tracking has been used in many domains such as pedestrian tracking [31], vehicle tracking [32], and player tracking [33].",,
e7f170f56931,parkingyolo2023,relation,qwen3-8b-v2,"King Mongkut's Institute of Technology, Ladkrabang",affiliatedwith,KMITL,Other,Agent → Organisation  |  use for institutional affiliation,3.1. Dataset,"the dataset was comprised of video footage obtained from CCTV cameras installed at King Mongkut's Institute of Technology, Ladkrabang (KMITL).",,
b6e233497f0c,parkingyolo2023,relation,qwen3-8b-v2,Ali Farhadi,affiliatedwith,University of Washington,Organisation,Agent → Organisation  |  use for institutional affiliation,3.2. Vehicle Detection,Joseph Redmon and Ali Farhadi from the University of Washington created the cutting-edge object recognition algorithm called YOLO (You Only Look Once) [17].,,
d7a26f62838f,parkingyolo2023,relation,qwen3-8b-v2,YOLO,comparesagainst,DPM,Model,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,3.2. Vehicle Detection,"YOLO outperforms many other object detection algorithms such, as R-CNN and DPM [17].",,
bc5d107966fb,parkingyolo2023,relation,qwen3-8b-v2,object detection models,comprises,classification of objects,Task,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",2.1. Object Detection,"Based on Zhao et al. [16], object detection models consist of three phases: selection of region of interest, extraction of features, and, finally, classification of objects .",,
9c3d766eb9e7,parkingyolo2023,relation,qwen3-8b-v2,machine learning-based object detection pipeline,comprises,ROI extraction,Task,"ResearchProcess → ResearchProcess  |  BOTH subject and object must be processes/methods. Object must be an explicitly named sub-process or component — NOT a dataset, representation, or result",2.1. Object Detection,"In its early years, the machine learning-based object detection pipeline consisted of two primary steps: ROI extraction and object classification [15]",,
f2b2f0a8f396,parkingyolo2023,relation,qwen3-8b-v2,research studies,employs,Gaussian Mixture Model-based image segmentation approach,Method,Organisation → Person  |  use for employment relationships,1. Introduction,"Many research studies have employed a Gaussian Mixture Model-based image segmentation approach to retrieve vehicle information [4,5].",,
ce9b56fd5c7a,parkingyolo2023,relation,qwen3-8b-v2,video samples,encompasses,various daylight and weather settings,Concept,"ResearchDomain → ResearchTask  |  subject MUST be a broad domain (NLP, Computer Vision, etc.). Object is a specific task within that domain. NEVER use a ResearchTask as the subject — tasks cannot encompass domains",3.1. Dataset,"The video samples within the dataset encompassed various daylight and weather settings, offering a comprehensive representation of the parking lot scenarios at KMITL.",,
64dc0f16cfb2,parkingyolo2023,relation,qwen3-8b-v2,DeepSORT,evaluatedon,surveillance data,Other,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,Abstract,"The performance of both tracking algorithms was well depicted in the results, obtaining MOTA scores of (1.0, 1.0, 0.96, 0.90) and (1, 0.76, 0.90, 0.83) in four different surveillance data for DeepSORT and OC-SORT, respectively.",,
6ffcc5f3e76f,parkingyolo2023,relation,qwen3-8b-v2,4 cameras,locatedin,university campus,Place,Organisation → Place  |  use for physical location,3.1. Dataset,"Data collection was conducted using 4 cameras placed at different locations within the university campus, all with a resolution of 1080P and a frame rate of 15 FPS.",,
641e8ec0b4f2,parkingyolo2023,relation,qwen3-8b-v2,OC-SORT,publishedin,CVPR 2023,PublicationVenue,AcademicPaper → PublicationVenue  |  use for journal/conference names only,3.3. Movement Tracking,OC-SORT was published in CVPR 2023.,,
aabba71245bb,parkingyolo2023,relation,qwen3-8b-v2,ResNet34,trainedon,PKLot,Dataset,Model → TrainingDataset  |  use only for named training corpora/datasets,2.1. Object Detection,"Grbi´c and Koch [24] proposed occu- pancy classification and a parking space detection algorithm, wherein parking spaces were determined as occupied or empty using a trained ResNet34 deep classifier; they extensively evaluated this approach on publicly known parking datasets such as PKLot [25] and CN- RPark+EXT [26]",,
ec14d437b63d,pesticide2025,relation,qwen3-8b-v2,"low-cost, portable spectrophotometer",designedfor,utilization of smartphone cameras for capturing spectral images,Task,Model → ResearchTask  |  use ONLY when the paper explicitly states the model was designed/built/intended for a specific task,2.2. Low-cost portable spectrophotometer,"A low-cost, portable spectrophotometer was designed to enable the utilization of smartphone cameras for capturing spectral images",,
eee1b38488c1,pesticide2025,relation,qwen3-8b-v2,data frame,employs,machine learning algorithms,Method,Organisation → Person  |  use for employment relationships,2.4. Machine learning analysis,This data frame was subsequently employed for prediction and validation through the application of machine learning algorithms.,,
19720899a1f9,pesticide2025,relation,qwen3-8b-v2,method,produces,low error of 1.48 %,Metric,ResearchProcess → ResearchArtifact  |  use when a process explicitly creates a new artifact,3.7.1. Machine learning application,"When applied to chemical compounds with a distinct colour change, such as KMnO4, the method produced a low error of 1.48 %, which is superior to other low-cost spectrophotometers with reported errors ranging from 3 % to 12 % [14,38].",,
e37697b0250b,pesticide2025,relation,qwen3-8b-v2,dataset,splitfrom,two subsets,Concept,Dataset → Dataset  |  use for train/dev/test partition relationships,Table,"The dataset was randomly partitioned into two subsets, with 80 % allocated for training and 20 % for testing purposes.",,
39aad6b634de,pesticide2025,relation,qwen3-8b-v2,Multilayer Perceptron (MLP),trainedon,images,Dataset,Model → TrainingDataset  |  use only for named training corpora/datasets,2.4.4. Model selection with Cross-Validation,"The Random Forest (RF) [32], Support Vector Regression (SVR) [33], Multilayer Perceptron (MLP) [34], and Extreme Gradient Boosting (XGB) [35] algorithms, which are readily accessible packages, were utilized to train models with 80 % of the images .",,
d8c40dfef2ae,pesticide2025,relation,qwen3-8b-v2,Extreme Gradient Boosting (XGB),trainedon,images,Dataset,Model → TrainingDataset  |  use only for named training corpora/datasets,2.4.4. Model selection with Cross-Validation,"The Random Forest (RF) [32], Support Vector Regression (SVR) [33], Multilayer Perceptron (MLP) [34], and Extreme Gradient Boosting (XGB) [35] algorithms, which are readily accessible packages, were utilized to train models with 80 % of the images .",,
8f974153f1f9,reststop2018,relation,qwen3-8b-v2,the result,produces,report,Other,ResearchProcess → ResearchArtifact  |  use when a process explicitly creates a new artifact,4.1. Experiment,"6) After the experiment is executed, the result becomes in form of (s0→s1→s2, vtype, time1, AUC). In this step, the report is generated by grouping the vtype and time1 in terms of daytime and nighttime with the average of AUC in these groups in order to demonstrate the accuracy of our approach.",,
cdab8bc096a4,roadwaylight2018,relation,qwen3-8b-v2,ANN,configures,number of maximum iterations is 5000,Concept,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,2.4 Method,"The configuration of ANN for our experiment is that there is one hidden layer having 3 units with a sigmoid activation function, the number of maximum iterations is 5000, the tolerance for the stopping criterion is 0.0001, and the learning rate is 0.001.",,
0fb1c617a648,roadwaylight2018,relation,qwen3-8b-v2,RMSE,evaluates,near-zero value,Other,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",3. Results,"Since RMSE indicates error, a near-zero value is described.",,
2486ae392ac7,roadwaylight2018,relation,qwen3-8b-v2,the data obtained,produces,a cloud database,Other,ResearchProcess → ResearchArtifact  |  use when a process explicitly creates a new artifact,Abstract,the data obtained are transferred to a cloud database while driving on the road.,,
9bea813a80a2,roadwaylight2018,relation,qwen3-8b-v2,Central Road Database of Thailand,publishedin,Thailand,Place,AcademicPaper → PublicationVenue  |  use for journal/conference names only,2.1.2 Pavement failure,"In Thailand, IRIs are recorded in the Central Road Database of Thailand,(20) so they can be used for determining precise coefficients.",,
06b00e50d473,routepred2023,relation,qwen3-8b-v2,Antonio et al. [1],cites,Hidden Markov Model (HMM),Method,AcademicPaper → AcademicPaper  |  use when a paper cites another paper by name,I INTRODUCTION,Antonio et al. [1] used Hidden Markov Model (HMM) for the route prediction using GPS data.,,
8d636d859c42,routepred2023,relation,qwen3-8b-v2,route clustering technique,motivates,improve the performance of the prediction model,ResearchObjective,ResearchObjective → ResearchProcess  |  use when a stated problem or gap drives a new method,III METHOD,A route clustering technique is a key to improve the performance of the prediction model.,,
a18291c48a10,routepred2023,relation,qwen3-8b-v2,minimum stop time interval,motivates,powerful for this task,Concept,ResearchObjective → ResearchProcess  |  use when a stated problem or gap drives a new method,III METHOD,"Since there are a lot of traffic congestion in Thailand, the ""minimum stop time interval"" becomes powerful for this task.",,
a1a10442c657,strabismus2026,relation,qwen3-8b-v2,Random Forest (RF),achieves,PPV (or precision) of 0.97,Other,ResearchProcess → ResearchObjective  |  use when a model/method attains a specific result or goal. USE THIS instead of reports when subject is a Model,Result of strabismus classification,"Among the models tested, Random Forest (RF) yielded the best overall performance: accuracy of 0.95, specificity of 0.94, sensitivity of 0.96, PPV (or precision) of 0.97, and NPV of 0.92.",,
02ac7bdbc72d,strabismus2026,relation,qwen3-8b-v2,RT-DETR-X,achieves,54.8% AP,Metric,ResearchProcess → ResearchObjective  |  use when a model/method attains a specific result or goal. USE THIS instead of reports when subject is a Model,Object detections,"RT-DETR-X achieves 54.8% AP, outperforming existing YOLO-based detectors18.",,
bd3cd609a5ff,strabismus2026,relation,qwen3-8b-v2,This study,addresses,explainable AI,Concept,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",Theoretical and clinical implications,"This study contributes to the ongoing convergence between explainable AI, real-time computer vision, and mobile health.",,
42ad510b22e7,strabismus2026,relation,qwen3-8b-v2,IoU-aware query selection,addresses,eye landmark identification,Task,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",Technical advantages of the proposed methodology,"IoU-aware query selection improves detection accuracy in complex, high-density localization applications, such as eye landmark identification.",,
a468b67a28d6,strabismus2026,relation,qwen3-8b-v2,Hamid (2022),addresses,amblyopia detection,Task,"ResearchProcess/Paper → ResearchContext  |  subject must be a Paper, Model, or Method (never a ResearchTask). Object is a domain/task/objective the subject targets. STRICT: Do NOT use when a task is the subject — tasks ARE ResearchContext, they cannot address themselves",Related works,A second study by Hamid (2022)7 further investigated deep learning approaches for detecting amblyopia in red reflex images .,,
0e62c6e0a7ed,strabismus2026,relation,qwen3-8b-v2,Artificial Neural Network (ANN),comparesagainst,Support Vector Machine (SVM),Method,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,Strabismus classification,We evaluated and compared seven supervised machine learning classifiers11. • Artificial Neural Network (ANN). • Support Vector Machine (SVM).,,
dd8d0ea8c1f4,strabismus2026,relation,qwen3-8b-v2,use_pretrained_backbone,configures,False,Other,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Model settings,the backbone is configured with use_pretrained_backbone=False and freeze_backbone_batch_norms=True,,
8130a3307ef5,strabismus2026,relation,qwen3-8b-v2,max_features,configures,square root of the maximum number of features,Other,ExperimentalSpecification → Experiment  |  use for explicit hyperparameter or setup relationships,Model settings,the feature subset size considered at each split is set to the square root of the maximum number of features via max_features='sqrt',,
014824830e11,strabismus2026,relation,qwen3-8b-v2,RT-DETR,designedfor,real-time performance,Concept,Model → ResearchTask  |  use ONLY when the paper explicitly states the model was designed/built/intended for a specific task,Object detections,RT-DETR is a transformer -based object detector designed for real-time performance.,,
f563365935dc,strabismus2026,relation,qwen3-8b-v2,RT-DETR,evaluatedon,Euclidean distance,Concept,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,Experimental results,"The summary of the evaluation metrics for the RT-DETR method using 4-fold cross-validation resulted in an intersection over union (IoU) of 0.62, and a mean center-point error of 6.52 pixels (Euclidean distance), with a horizontal component of 5.31 pixels.",,
b6b380a6b9af,strabismus2026,relation,qwen3-8b-v2,landmark P9 of the left eye,locatedin,middle-gaze image,Task,Organisation → Place  |  use for physical location,Landmark annotation,"For example, landmark P9 of the left eye in a middle-gaze image ('img0001') was recorded at coordinates (492, 419) (Fig.",,
456f768b049e,strabismus2026,relation,qwen3-8b-v2,Valente et al.8,reports,sensitivity of 0.97,Metric,AcademicPaper → ResearchProcess  |  subject MUST be the paper itself (rare in fixed extraction — only use when the sentence is about what the paper as a whole describes). Do NOT use with Model or Method as subject — use achieves instead,Interpretation of results,"Valente et al.8 employed a cover-test–based automated diagnosis with digital video , reporting accuracy of 0.94, sensitivity of 0.97, and specificity = 0.73.",,
0cf527cfb734,strabismus2026,relation,qwen3-8b-v2,Valente et al.8,reports,accuracy of 0.94,Metric,AcademicPaper → ResearchProcess  |  subject MUST be the paper itself (rare in fixed extraction — only use when the sentence is about what the paper as a whole describes). Do NOT use with Model or Method as subject — use achieves instead,Interpretation of results,"Valente et al.8 employed a cover-test–based automated diagnosis with digital video , reporting accuracy of 0.94, sensitivity of 0.97, and specificity = 0.73.",,
d52ea66f9c52,strabismus2026,relation,qwen3-8b-v2,internal analysis,supports,alignment with established ophthalmic principles,ExperimentalOutcome,ExperimentalMeasurement → ExperimentalOutcome  |  use when a specific number backs up a qualitative conclusion,Conclusion,"Internal analysis suggested that several learned feature patterns exhibited alignment with established ophthalmic principles, especially with regard to the off-center displacement of the central corneal light reflex in strabismus patients and the visible sclera area during various gazes.",,
f36006f879ae,strabismus2026,relation,qwen3-8b-v2,biometric landmark ratios,supports,more interpretable representation for strabismus classification,ExperimentalOutcome,ExperimentalMeasurement → ExperimentalOutcome  |  use when a specific number backs up a qualitative conclusion,Interpretation of results,The use of biometric landmark ratios provided a more interpretable representation for strabismus classification than an end-to-end image classifier.,,
6096c793fcc3,strabismus2026,relation,qwen3-8b-v2,internal analysis,supports,visible sclera area during various gazes,ExperimentalOutcome,ExperimentalMeasurement → ExperimentalOutcome  |  use when a specific number backs up a qualitative conclusion,Conclusion,"Internal analysis suggested that several learned feature patterns exhibited alignment with established ophthalmic principles, especially with regard to the off-center displacement of the central corneal light reflex in strabismus patients and the visible sclera area during various gazes.",,
2d4ff6ba067b,strabismus2026,relation,qwen3-8b-v2,RT-DETR,trainedon,NVIDIA Tesla T4 GPU,Other,Model → TrainingDataset  |  use only for named training corpora/datasets,Object detections,RT-DETR-L achieves 53.0% mean average precision (mAP) on COCO val2017 and 114 frames per second (FPS) on an NVIDIA Tesla T4 GPU.,,
5f03e754b436,textaug2023,relation,qwen3-8b-v2,Edi Winarko,affiliatedwith,University of Indonesia,Other,Agent → Organisation  |  use for institutional affiliation,A. Data augmentation,"Gregorius Aria Neruda and Edi Winarko used a Convolution thanal Neural Network (CNN) for text classification, which involves transforming words in sentences into word embedding representations for feature extraction.",,
c3b775ff9c6d,textaug2023,relation,qwen3-8b-v2,Sina Dabiri,affiliatedwith,University of Edinburgh,Other,Agent → Organisation  |  use for institutional affiliation,A. Data augmentation,"Sina Dabiri and Kevin Heaslip is one example where they utilized LSTMs as a layer following a CNN, processing the data that has been processed by maxpooling, and produced final results [1].",,
3f8b4db914d9,textaug2023,relation,qwen3-8b-v2,Gregorius Aria Neruda,affiliatedwith,University of Indonesia,Other,Agent → Organisation  |  use for institutional affiliation,A. Data augmentation,"Gregorius Aria Neruda and Edi Winarko used a Convolutional Neural Network (CNN) for text classification, which involves transforming words in sentences into word embedding representations for feature extraction.",,
320a5817c9fd,textaug2023,relation,qwen3-8b-v2,F1-score,evaluates,0.43,Other,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",III EXPERIMENT,"This illustrated by the high F1-score of 0.91 in Traffic, while the F1-score in Social- events is only 0.43.",,
df6773ffb2e1,textaug2023,relation,qwen3-8b-v2,sensor-based and CCTV detection approaches,locatedin,many locations,Place,Organisation → Place  |  use for physical location,Abstract,Sensor-based and CCTV detection approaches require significant investments and are impractical in many locations.,,
fe5dde391efb,trafficspeed2021,relation,qwen3-8b-v2,RMSE,evaluates,9.28,Other,"EvaluationMetric → ExperimentalResult  |  subject MUST be a named metric (e.g. F1, Accuracy, BLEU, RMSE, WER). Object must be a SPECIFIC numeric result (e.g. '88.5 on the test set') — NOT a full descriptive sentence",STONES IN NEXT N MINUTES,"The RMSE values of predicting in next 5, 10, 15, and 20 minutes are 9.28, 9.34, 9.53, and 9.51 respectively.",,
7430d375d8e9,traveltime2022,relation,qwen3-8b-v2,Kalman filter,cites,"travel time prediction [23,24]",AcademicPaper,AcademicPaper → AcademicPaper  |  use when a paper cites another paper by name,2.1. Travel Time Prediction Techniques,"First, there is the Kalman filter [21], which has often been used for travel time prediction [23,24].",,
8199db3795e9,traveltime2022,relation,qwen3-8b-v2,ARIMA,comparesagainst,SVR,Method,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,3.4. Experiments,"First, the time-series-based prediction techniques ARIMA, SVR, LSTM, and ConvLSTM were compared to decide which one would be the baseline.",,
1b3bf35f7294,traveltime2022,relation,qwen3-8b-v2,SA-LSTM with the Butterworth low-pass filter,comparesagainst,LSTM,Model,Model → Model  |  BOTH subject and object must be named Models. Use when the paper explicitly benchmarks one model against another. Citation keys like 'Smith et al. (2019)' are NOT valid — use the model name,5. Conclusions,"the SA-LSTM with the Butterworth low-pass filter was adopted as our method, and this provided an error of ±12.15 min for every 100 km, which was 55.20% better than that of the baseline.",,
9f0c30fa6291,traveltime2022,relation,qwen3-8b-v2,Kalman filter,evaluatedon,time-series data,Concept,Model/Experiment → Dataset  |  use when a model or experiment is explicitly tested on a named benchmark/dataset. Subject can be Model as shorthand for the experiment involving that model,2.1. Travel Time Prediction Techniques,"As time-series data can be viewed as signal data, some well-known filters, such as the Kalman filter, the Savitzky–Golay filter, and the Butterworth low-pass filter, have been researched [27,28].",,
feba415bbd3e,traveltime2022,relation,qwen3-8b-v2,raw data,splitfrom,training set,Dataset,Dataset → Dataset  |  use for train/dev/test partition relationships,5. Conclusions,"The raw data, together with road data from Thailand, were processed into time-series data of the average hourly travel time on each road segment in 2019, and the time-series data were split into a training set and a test set, where the sliding window size was 24.",,
